colors,language,type,text,flavor,title
G,Portuguese (Brazil),Feitiço,"Procure até dois cards de terreno básico em seu grimório, revele-os e coloque um deles no campo de batalha virado e o outro na sua mão. Depois, embaralhe.",Todas as sementes possuem um elo em comum que as une através da eternidade.,Cultivar
G,Portuguese (Brazil),Feitiço,"Você pode jogar um terreno adicional neste turno.
Compre um card.",A recompensa de um explorador é a visão das possibilidades de amanhã.,Explorar
G,Portuguese (Brazil),Feitiço,"Procure até dois cards de terreno básico em seu grimório, coloque-os no campo de batalha virados e depois embaralhe.",Incendiar Krosa não teria sentido. Ela cresce mais rápido do que queima.,Vegetação Explosiva
G,Portuguese (Brazil),Feitiço,"Procure em seu grimório um card de Planície, Ilha, Pântano ou Montanha, coloque-o no campo de batalha virado e depois embaralhe.","""O quão vasta pode realmente ser esta cidade? Eu já viajei para tão longe e vi tantas coisas e nunca cheguei ao lugar onde os prédios acabam.""",Busca Longínqua
G,Portuguese (Brazil),Feitiço — Arcana,"Procure até dois cards de terreno básico em seu grimório, revele-os e coloque um deles no campo de batalha virado e o outro na sua mão. Depois, embaralhe.","""A terra só cresce onde os kami desejam.""
— Dosan, a Folha que Cai",Alcance do Kodama
W,Portuguese (Brazil),Criatura — Humano Mago,"Quando Auramante entra no campo de batalha, você pode devolver o card de encantamento alvo de seu cemitério para sua mão.","""É nas memórias que encontramos nossas reservas mais profundas de energia.""",Auramante
W,Portuguese (Brazil),Criatura — Humano Clérigo,"Quando Clérigo da Ordem Avançada entra no campo de batalha, você ganha 2 pontos de vida para cada criatura que você controla com o nome Clérigo da Ordem Avançada.","Guerra após guerra, o inimigo dos curandeiros é sempre o mesmo, a morte.",Clérigo da Ordem Avançada
W,Portuguese (Brazil),Mágica Instantânea,O jogador alvo ganha 2 pontos de vida para cada criatura no campo de batalha.,"""Na congregação há forças para todos os que vacilam, renovação para todos os que fraquejam, amor para todos os que cantam.""
— *Canção de Todos*, canto 642",Congregar
W,Portuguese (Brazil),Encantamento,"As criaturas brancas recebem +1/+1.
Limiar — As criaturas brancas receberão um +1/+1 adicional enquanto houver sete ou mais cards em seu cemitério.","""Minhas asas serão seu escudo. Minha espada será sua vingança.""",Sacramento Divino
W,Portuguese (Brazil),Mágica Instantânea,"Procure em seu grimório um card de artefato ou encantamento, revele-o e depois embaralhe e coloque aquele card no topo.","""A organização é muitas vezes subestimada, mas raras vezes injustificada.""
— Frasio, arquivista real",Tutor Esclarecido
W,Portuguese (Brazil),Criatura — Encarnação,"Voar
{2}{W}: Escolha uma cor. As criaturas que você controla ganham proteção contra a cor escolhida até o final do turno. Ative somente se Glória estiver em seu cemitério.","""A Glória se fora; a Glória estava em toda parte.""
— *Pergaminho dos Primórdios*",Glória
W,Portuguese (Brazil),Encantamento — Aura,"Encantar criatura
A criatura encantada recebe +2/+5.
Reciclar {3} ({3}, descarte este card: Compre um card.)","""Não me importa se ela está coberta de ferrugem, sangue ou insígnias inimigas. Se ela parar uma flecha, pra mim serve.""",Armadura Improvisada
W,Portuguese (Brazil),Criatura — Gárgula,"Voar, iniciativa
Toda vez que Gárgula Kjeldorana causa dano, você ganha aquela quantidade em pontos de vida.",As gárgulas foram retiradas das muralhas de cidades kjeldoranas inundadas e levadas à terra firme para proteger os postos avançados do Novo Argivo.,Gárgula Kjeldorana
W,Portuguese (Brazil),Criatura Lendária — Ave Soldado,"Voar
{1}{W}, sacrifique Tenente Kirtar: Exile a criatura atacante alvo.","""Os pontos fortes dele são o orgulho, a devoção e a ambição. Mas esses também são seus pontos fracos.""
— Pianna, capitão nômade",Tenente Kirtar
W,Portuguese (Brazil),Criatura Lendária — Anjo,"Voar, iniciativa, vínculo com a vida
Os outros Anjos que você controla recebem +1/+1 e têm vínculo com a vida.","""Você não está só. Jamais esteve.""","Lyra, Portadora da Alvorada"
W,Portuguese (Brazil),Criatura — Humano Druida,"Toda vez você que conjura uma mágica de encantamento, você pode comprar um card.",Ela pastoreia mistérios e poeira como outros fariam com um rebanho de ovelhas.,Encantadora de Meseta
W,Portuguese (Brazil),Criatura — Humano Nômade Místico,"Limiar — Enquanto houver sete ou mais cards em seu cemitério, Zelote Místico receberá +1/+1 e terá voar.",Os jovens nômades aspiram a duas posições na tribo: sacerdote ou guerreiro. Mas seu sonho secreto é conquistar ambas.,Zelote Místico
W,Portuguese (Brazil),Criatura — Humano Nômade,"{W}, {T}: Vire a criatura alvo.
Limiar — {W}{W}, {T}: Vire duas criaturas alvo. Ative somente se houver sete ou mais cards em seu cemitério.","Se você consegue tirar alguma coisa de um nômade, provavelmente ele era uma isca.",Chamariz Nômade
W,Portuguese (Brazil),Encantamento — Aura,"Encantar criatura
A criatura encantada não pode atacar nem bloquear.",Sem guerreiros não pode haver guerra.,Pacifismo
W,Portuguese (Brazil),Mágica Instantânea,"Previna os próximos 5 pontos de dano que seriam causados neste turno a qualquer número de alvos, divididos à sua escolha.","""Tome. Eu sei que é amargo, mas vai aliviar a febre e fazer você melhorar.""",Remédio
W,Portuguese (Brazil),Mágica Instantânea,"Você ganha 6 pontos de vida.
Reciclar {1}{W} ({1}{W}, descarte este card: Compre um card.)
Quando você recicla Fé Renovada, você pode ganhar 2 pontos de vida.",O ceticismo desvanece frente ao milagroso.,Fé Renovada
W,Portuguese (Brazil),Criatura — Anjo,"Voar, vigilância",O anjo recorda suas vidas passadas como sonhos. Seu canto sustentou colinas. Sua lâmina rechaçou as trevas. Suas asas o levaram pelas eras.,Anjo de Serra
W,Portuguese (Brazil),Criatura — Avatar,"O poder e a resistência de Avatar de Serra são ambos iguais ao seu total de pontos de vida.
Quando Avatar de Serra for colocado num cemitério vindo de qualquer lugar, embaralhe-o no grimório de seu dono.","Embora Serra tenha morrido há muito tempo, seu legado de graça e benevolência viverá para sempre.",Avatar de Serra
W,Portuguese (Brazil),Criatura — Felino Espírito,"Proteção contra o verde
{B}: Regenere Lince Espectral. (Na próxima vez em que esta criatura seria destruída, em vez disso, vire-a, remova-a do combate e cure todo o dano marcado nela.)","Versão sombria de seu primo corpóreo, esse lince caça almas, não carne.",Lince Espectral
W,Portuguese (Brazil),Encantamento — Aura,"Encantar criatura
Toda vez que a criatura encantada causa dano, você ganha uma quantidade equivalente de pontos de vida.","""Estamos todos inextricavelmente vinculados, almas entremeadas numa tapeçaria.""",Vínculo Espiritual
W,Portuguese (Brazil),Encantamento — Aura,"Encantar criatura
A criatura encantada recebe +1/+3.
{W}: Devolva a criatura encantada para a mão de seu dono.","""Abra sob ameaça das trevas.""
— inscrição no amuleto",Fivela Solar
W,Portuguese (Brazil),Mágica Instantânea,Exile a criatura alvo. Seu controlador ganha uma quantidade de pontos de vida igual ao seu poder.,"""O arco de minha lâmina esculpiu um caminho de luz para a paz que virá.""",Espadas em Arados
W,Portuguese (Brazil),Encantamento,"No início de sua manutenção, se você tiver 50 ou mais pontos de vida, você vence o jogo.","A maioria das guerras não é vencida por quem tem as melhores táticas ou a causa mais justa, mas simplesmente por quem sobrevive no final.",Teste de Resistência
W,Portuguese (Brazil),Criatura — Felino,"Lampejo
Quando Leão de Juba Branca entrar no campo de batalha, devolva uma criatura que você controla para a mão de seu dono.","Os Nômades dos Campos Salinos chamam uma tempestade repentina de ""juba branca"".",Leão de Juba Branca
W,Portuguese (Brazil),Criatura — Espírito,"Voar
As criaturas não podem atacá-lo, a menos que seu controlador pague {2} para cada criatura que controla que está atacando você.","""A voz dela é a justiça, clara e incansável.""
— Akroma, vingadora angelical",Musa Nascida do Vento
U,Portuguese (Brazil),Criatura — Elemental Besta,Descarte um card: Permute o poder e a resistência de Aquameba até o final do turno.,Algumas marés não precisam de lua.,Aquameba
U,Portuguese (Brazil),Criatura Lendária — Mago,"{T}: Compre três cards.
{2}{U}{U}: Devolva Arcanis, o Onipotente, para a mão de seu dono.","Ele viajou por lugares jamais visitados. Agora, ele retorna para garantir que ninguém siga seus passos.","Arcanis, o Onipotente"
U,Portuguese (Brazil),Criatura — Ave Soldado,"Voar
Quando Pescador Aviano morre, você pode comprar um card.",As mesmas lanças que lhes valem a comida hoje defenderão seus lares amanhã.,Pescador Aviano
U,Portuguese (Brazil),Encantamento — Aura,"Encantar permanente
Você controla a permanente encantada.","""O mundo da superfície não tem nada que eu não possa tomar.""
— O Senhor da Atlântida",Confiscar
U,Portuguese (Brazil),Feitiço,"O jogador alvo compra dois cards.
Recapitular — {1}{U}, pague 3 pontos de vida. (Você pode conjurar este card de seu cemitério pagando seu custo de recapitular. Depois, exile-o.)","""O espécime parece estar quebrado.""",Análise Profunda
U,Portuguese (Brazil),Criatura — Serpente,"Quando Habitante das Profundezas entrar no campo de batalha, devolva cada outra criatura que você controla para a mão de seu dono.","Diz a lenda dos tritões que um habitante das profundezas engole o horizonte ao fim de cada dia, trazendo o frio manto da noite.",Habitante das Profundezas
U,Portuguese (Brazil),Mágica Instantânea,Revele os cinco cards do topo de seu grimório. Um oponente separa aqueles cards em dois montes. Você coloca um monte na própria mão e o outro no próprio cemitério.,"""Pé-de-limo, eu sei que disse que queria expandir nosso repositório de conhecimento, mas não era isso que eu tinha em mente.""",Fato ou Ficção
U,Portuguese (Brazil),Criatura — Barreira,"Defensor
Quando Comporta tiver voar, sacrifique-a.
Quando Comporta deixa o campo de batalha, ela causa a cada criatura não azul sem voar dano igual à metade do número de Ilhas que você controla, arredondado para baixo.","""Rápido, Rhirhok! Me ensina a nadar!""
— Makht, vítima goblin",Comporta
U,Portuguese (Brazil),Mágica Instantânea,"Você pode pagar 1 ponto de vida e exilar um card azul de sua mão em vez de pagar o custo de mana desta mágica.
Anule a mágica alvo.","""Sua artilharia se queimará antes que eu permita que meu foco vacile.""",Força de Vontade
U,Portuguese (Brazil),Mágica Instantânea,Compre dois cards e depois descarte dois cards. Desvire até três terrenos.,Foi necessário banir a manipulação temporal em Tolária Ocidental para ensinar aos estudantes o valor do tempo.,Busca Frenética
U,Portuguese (Brazil),Criatura — Humano Mago Mutante,{7}{U}: Invocador de Asas Reluzentes recebe +3/+3 e ganha voar até o final do turno.,O Mirari lampeja em sua mente.,Invocador de Asas Reluzentes
U,Portuguese (Brazil),Encantamento — Aura,"Encantar criatura
A criatura encantada tem ""{T}: Esta criatura causa 1 ponto de dano a qualquer alvo"".","""Finalmente! Descobri um uso bélico para um dos recursos mais abundantes de Tolária: os caranguejos ferradura.""",Estudo Hermético
U,Portuguese (Brazil),Mágica Instantânea,"Até o final do turno, toda vez que um jogador vira uma Ilha para gerar mana, aquele jogador adiciona um {U} adicional.","""Fechem as muralhas! Recolham as docas! Os homáridas estão chegando!""
— Benson, sentinela Argiviana",Maré Alta
U,Portuguese (Brazil),Criatura — Caranguejo,{U}: Desvire Caranguejo Ferradura.,"Nos dias que precederam o desastre, todos os caranguejos de Tolária migraram das enseadas, rios e lagos de volta para o mar. Ninguém deu atenção.",Caranguejo Ferradura
U,Portuguese (Brazil),Mágica Instantânea,Olhe os quatro cards do topo de seu grimório. Coloque um deles na sua mão e os restantes no fundo do seu grimório em qualquer ordem.,"""Eu sempre tomei decisões rápidas. Simplesmente melhorei minha capacidade de tomar as decisões certas, agora que estou mais velho e mais sábio.""
— Teferi",Impulso
U,Portuguese (Brazil),Criatura — Água-viva,"Quando Physalia entrar no campo de batalha, devolva a criatura alvo para a mão de seu dono.","""Nem sempre o que é belo aos olhos é belo ao toque.""
— Naimah, filósofa femeref",Physalia
U,Portuguese (Brazil),Mágica Instantânea,"Procure em seu grimório um card de mágica instantânea ou feitiço, revele-o e depois embaralhe e coloque aquele card no topo.",O estudante busca significados no mundo. O mestre encontra mundos de significado na busca.,Tutor Místico
U,Portuguese (Brazil),Encantamento,"Vire uma criatura desvirada que você controla: Vire o artefato, a criatura ou o terreno alvo.",Exaurir um mago pode ser um trabalho exaustivo.,Oposição
U,Portuguese (Brazil),Mágica Instantânea,"Até o final do turno, a criatura alvo perde todas as habilidades e tem poder e resistência básicos 0/1.",O ataque frustrado do crocodilo o deixou faminto e envergonhado.,Ovinizar
U,Portuguese (Brazil),Criatura — Dragonete,"Voar
Quando Dragonete Peregrino entrar no campo de batalha, desvire até cinco terrenos.","""Sempre uma visão bem-vinda das nuvens.""
— Talrand, invocador celeste",Dragonete Peregrino
U,Portuguese (Brazil),Mágica Instantânea,Devolva a criatura alvo para a mão de seu dono. Desvire até dois terrenos.,Já vai tarde.,Estalo
U,Portuguese (Brazil),Mágica Instantânea,O jogador alvo compra X cards.,"""Todo pensamento é uma estrela iluminando a escuridão. A inspiração vem de encontrar as constelações e ligar os pontos.""",Golpe de Gênio
U,Portuguese (Brazil),Criatura — Ave,"Voar
Toda vez que Gralha Larápia causar dano a um oponente, compre um card.",Rayne já fez diversas comparações entre o oportunismo desavergonhado da ave e o de Urza.,Gralha Larápia
U,Portuguese (Brazil),Feitiço,O jogador alvo joga dois turnos extras após este turno.,"""Eu juro que só queria umas horinhas extras pra fazer o dever de casa!""
— Petra, cronomante novata",Distensão do Tempo
