colors,language,type,text,flavor,title,raw_text
R,Portuguese (Brazil),Criatura — Minotauro Amoque,"Alistar (Conforme esta criatura ataca, você pode virar uma criatura não atacante que você controla sem enjoo de invocação. Quando fizer isso, adicione o poder dela ao desta criatura até o final do turno.)
Atropelar","A raiva é sua maior arma, e ele a afia diariamente.",Bruto de Guerra da Coalizão,"Bruto de Guerra da Coalizão - Alistar (Conforme esta criatura ataca, você pode virar uma criatura não atacante que você controla sem enjoo de invocação. Quando fizer isso, adicione o poder dela ao desta criatura até o final do turno.) Atropelar A raiva é sua maior arma, e ele a afia diariamente."
R,Portuguese (Brazil),Criatura — Anão Mago,"Atropelar
Toda vez que você conjurar uma mágica instantânea ou um feitiço, coloque um marcador +1/+1 em Infantaria Eletrostática.","""Não é bem o que eu quis dizer com 'carga', mas gostei do entusiasmo!""
— Balmor, capitão dos magos de combate",Infantaria Eletrostática,"Infantaria Eletrostática - Atropelar Toda vez que você conjurar uma mágica instantânea ou um feitiço, coloque um marcador +1/+1 em Infantaria Eletrostática. ""Não é bem o que eu quis dizer com 'carga', mas gostei do entusiasmo!"" — Balmor, capitão dos magos de combate"
R,Portuguese (Brazil),Mágica Instantânea,"Reforçar {2}{U} (Você pode pagar um custo adicional de {2}{U} ao conjurar esta mágica.)
Se esta mágica foi reforçada, compre um card. Fogueira da Vitória causa à criatura ou ao planeswalker alvo uma quantidade de dano igual ao número de cards em sua mão.","Os tambores e as trompas já eram esperados, mas a dança dos goblins foi uma boa surpresa.",Fogueira da Vitória,"Fogueira da Vitória - Reforçar {2}{M} (Você pode pagar um custo adicional de {2}{M} ao conjurar esta mágica.) Se esta mágica foi reforçada, compre um card. Fogueira da Vitória causa à criatura ou ao planeswalker alvo uma quantidade de dano igual ao número de cards em sua mão. Os tambores e as trompas já eram esperados, mas a dança dos goblins foi uma boa surpresa."
R,Portuguese (Brazil),Mágica Instantânea,A criatura alvo recebe +2/-2 até o final do turno.,O boato de que o contato com a rochafluente revelaria agentes adormecidos phyrexianos foi em grande parte espalhado por agentes adormecidos phyrexianos.,Infusão de Rochafluente,Infusão de Rochafluente - A criatura alvo recebe +2/-2 até o final do turno. O boato de que o contato com a rochafluente revelaria agentes adormecidos phyrexianos foi em grande parte espalhado por agentes adormecidos phyrexianos.
R,Portuguese (Brazil),Criatura — Kavu,"Ameaçar (Esta criatura só pode ser bloqueada por duas ou mais criaturas.)
{R}: Kavu de Rochafluente recebe +1/-1 até o final do turno.","Devido a sua natureza adaptável, os kavus não tiveram problemas com a sobreposição de Rath, incorporando facilmente a rochafluente invasiva aos seus corpos.",Kavu de Rochafluente,"Kavu de Rochafluente - Ameaçar (Esta criatura só pode ser bloqueada por duas ou mais criaturas.) {M}: Kavu de Rochafluente recebe +1/-1 até o final do turno. Devido a sua natureza adaptável, os kavus não tiveram problemas com a sobreposição de Rath, incorporando facilmente a rochafluente invasiva aos seus corpos."
R,Portuguese (Brazil),Mágica Instantânea,A criatura alvo recebe +3/+0 e ganha iniciativa até o final do turno. Vidência 1. (Olhe o card do topo de seu grimório. Você pode colocar aquele card no fundo de seu grimório.),"Às vezes, os minotauros fingem estar perdidos na fúria da batalha, levando os oponentes a subestimar sua sagacidade.",Brado Furioso,"Brado Furioso - A criatura alvo recebe +3/+0 e ganha iniciativa até o final do turno. Vidência 1. (Olhe o card do topo de seu grimório. Você pode colocar aquele card no fundo de seu grimório.) Às vezes, os minotauros fingem estar perdidos na fúria da batalha, levando os oponentes a subestimar sua sagacidade."
R,Portuguese (Brazil),Criatura — Goblin,"{R}, {T}, descarte um card: Compre um card.","Incontáveis gerações de goblins de Shiv já trabalharam na Plataforma de Mana, o que lhes dá um olho incomparável para relíquias úteis.",Selecionador Goblin,"Selecionador Goblin - {M}, {T}, descarte um card: Compre um card. Incontáveis gerações de goblins de Shiv já trabalharam na Plataforma de Mana, o que lhes dá um olho incomparável para relíquias úteis."
R,Portuguese (Brazil),Criatura — Ciclope,"{1}, sacrifique outra criatura: Ciclope Lançador causa 1 ponto de dano a qualquer alvo.","""Na verdade a culpa é minha. Eu disse pra ele jogar no inimigo qualquer coisa que achasse.""
— Throppel, comandante auxiliar",Ciclope Lançador,"Ciclope Lançador - {1}, sacrifique outra criatura: Ciclope Lançador causa 1 ponto de dano a qualquer alvo. ""Na verdade a culpa é minha. Eu disse pra ele jogar no inimigo qualquer coisa que achasse."" — Throppel, comandante auxiliar"
R,Portuguese (Brazil),Mágica Instantânea,"Reforçar {W} (Você pode pagar um custo adicional de {W} ao conjurar esta mágica.)
Hino de Batalha de Hurloon causa 4 pontos de dano à criatura ou ao planeswalker alvo. Se esta mágica foi reforçada, você ganha 4 pontos de vida.",Os ecos mágicos da cordilheira de Hurloon aumentam significativamente a potência das magias cantadas ou recitadas.,Hino de Batalha de Hurloon,"Hino de Batalha de Hurloon - Reforçar {M} (Você pode pagar um custo adicional de {M} ao conjurar esta mágica.) Hino de Batalha de Hurloon causa 4 pontos de dano à criatura ou ao planeswalker alvo. Se esta mágica foi reforçada, você ganha 4 pontos de vida. Os ecos mágicos da cordilheira de Hurloon aumentam significativamente a potência das magias cantadas ou recitadas."
R,Portuguese (Brazil),Feitiço,Tornado de Fogo de Jaya causa 5 pontos de dano à criatura ou ao planeswalker alvo. Vidência 1. (Olhe o card do topo de seu grimório. Você pode colocar aquele card no fundo de seu grimório.),"""Mesmo com todos aqueles supostos avanços, os phyrexianos ainda não são à prova de fogo.""
— Jaya Ballard",Tornado de Fogo de Jaya,"Tornado de Fogo de Jaya - Tornado de Fogo de Jaya causa 5 pontos de dano à criatura ou ao planeswalker alvo. Vidência 1. (Olhe o card do topo de seu grimório. Você pode colocar aquele card no fundo de seu grimório.) ""Mesmo com todos aqueles supostos avanços, os phyrexianos ainda não são à prova de fogo."" — Jaya Ballard"
R,Portuguese (Brazil),Mágica Instantânea,Golpe Relampejante causa 3 pontos de dano a qualquer alvo.,"Danitha ficou pasma ao ver Jaya aniquilar os phyrexianos que atacavam lançando raios elétricos das pontas de seus dedos. ""O que foi?"" disse a piromante, serena. ""Eu disse que tinha aprendido uns truques novos.""",Golpe Relampejante,"Golpe Relampejante - Golpe Relampejante causa 3 pontos de dano a qualquer alvo. Danitha ficou pasma ao ver Jaya aniquilar os phyrexianos que atacavam lançando raios elétricos das pontas de seus dedos. ""O que foi?"" disse a piromante, serena. ""Eu disse que tinha aprendido uns truques novos."""
R,Portuguese (Brazil),Criatura — Elfo Arqueiro,"Alcance
Dominar — Quando Vanguardeira de Meria entra no campo de batalha, ela causa a cada oponente dano igual ao número de tipos de terreno básico entre os terrenos que você controla.","As flechas feitas com madeira viva de Yavimaya carregam, nas pontas temperadas no fogo, a fúria da floresta.",Vanguardeira de Meria,"Vanguardeira de Meria - Alcance Dominar — Quando Vanguardeira de Meria entra no campo de batalha, ela causa a cada oponente dano igual ao número de tipos de terreno básico entre os terrenos que você controla. As flechas feitas com madeira viva de Yavimaya carregam, nas pontas temperadas no fogo, a fúria da floresta."
R,Portuguese (Brazil),Creature — Hellion,"This spell costs {X} less to cast, where X is the greatest power among creatures you control.
Trample",The cold snap killed off most of the heat-loving hellions . . . leaving only the strongest alive to breed.,Monstruosidade Fundida,"Monstruosidade Fundida - This spell costs {X} less to cast, where X is the greatest power among creatures you control. Trample The cold snap killed off most of the heat-loving hellions... leaving only the strongest alive to breed."
R,Portuguese (Brazil),Criatura — Dragão Hidra,"Voar, ímpeto
Devastador de Shiv entra no campo de batalha com X marcadores +1/+1.",Havia muitas razões para Shiv não estar entre as prioridades de conquista de Sheoldred: razões grandes e ferozes.,Devastador de Shiv,"Devastador de Shiv - Voar, ímpeto Devastador de Shiv entra no campo de batalha com X marcadores +1/+1. Havia muitas razões para Shiv não estar entre as prioridades de conquista de Sheoldred: razões grandes e ferozes."
R,Portuguese (Brazil),Mágica Instantânea,"Como custo adicional para conjurar esta mágica, descarte um card.
Compre dois cards.","""Os ingredientes mais deliciosos são muitas vezes os mais perigosos de se obter.""
— Asmoranomardicadaistinaculdacar, *Livro de Receitas do Submundo*",Frisson das Possibilidades,"Frisson das Possibilidades - Como custo adicional para conjurar esta mágica, descarte um card. Compre dois cards. ""Os ingredientes mais deliciosos são muitas vezes os mais perigosos de se obter."" — Asmoranomardicadaistinaculdacar, *Livro de Receitas do Submundo*"
R,Portuguese (Brazil),Mágica Instantânea,"Escolha um —
• Quando você conjurar sua próxima mágica instantânea ou feitiço neste turno, copie aquela mágica. Você poderá escolher novos alvos para a cópia.
• A criatura alvo que você controla ganha golpe duplo até o final do turno.","""Mais fogo?"", perguntou Jaya.
""Mais fogo"", respondeu Jodah.",Inferno Duplo,"Inferno Duplo - Escolha um — • Quando você conjurar sua próxima mágica instantânea ou feitiço neste turno, copie aquela mágica. Você poderá escolher novos alvos para a cópia. • A criatura alvo que você controla ganha golpe duplo até o final do turno. ""Mais fogo?"", perguntou Jaya. ""Mais fogo"", respondeu Jodah."
R,Portuguese (Brazil),Mágica Instantânea,"Reforçar {B} (Você pode pagar um custo adicional de {B} ao conjurar esta mágica.)
As criaturas que você controla recebem +2/+0 até o final do turno. Se esta mágica foi reforçada, toda vez que uma criatura que você controla morrer neste turno, compre um card.","Os keldonianos podem ficar em menor número, mas jamais ficam em desvantagem.",Frenesi da Hoste de Guerra,"Frenesi da Hoste de Guerra - Reforçar {M} (Você pode pagar um custo adicional de {M} ao conjurar esta mágica.) As criaturas que você controla recebem +2/+0 até o final do turno. Se esta mágica foi reforçada, toda vez que uma criatura que você controla morrer neste turno, compre um card. Os keldonianos podem ficar em menor número, mas jamais ficam em desvantagem."
G,Portuguese (Brazil),Criatura — Elemental Guerreiro,"Alistar (Conforme esta criatura ataca, você pode virar uma criatura não atacante que você controla sem enjoo de invocação. Quando fizer isso, adicione o poder dela ao desta criatura até o final do turno.)","""Phyrexia pode ser antiga, mas Gaia é eterna.""
— Rainha Allenal de Ruadach",Esmagador da Casca Retorcida,"Esmagador da Casca Retorcida - Alistar (Conforme esta criatura ataca, você pode virar uma criatura não atacante que você controla sem enjoo de invocação. Quando fizer isso, adicione o poder dela ao desta criatura até o final do turno.) ""Phyrexia pode ser antiga, mas Gaia é eterna."" — Rainha Allenal de Ruadach"
G,Portuguese (Brazil),Mágica Instantânea,A criatura alvo que você controla causa dano igual ao seu poder à criatura ou ao planeswalker alvo que você não controla.,"""Yavimaya cuida de si; os kavus são prova disso. O que a sua Coalizão oferece que a floresta não possa proporcionar?""
— Jenson Carthalion",Abocanhar,"Abocanhar - A criatura alvo que você controla causa dano igual ao seu poder à criatura ou ao planeswalker alvo que você não controla. ""Yavimaya cuida de si; os kavus são prova disso. O que a sua Coalizão oferece que a floresta não possa proporcionar?"" — Jenson Carthalion"
G,Portuguese (Brazil),Mágica Instantânea,"Destrua o artefato, o encantamento ou a criatura com voar alvo.","""Serra guia nossa mira. Mas eu também dei uma calibradinha nos canhões.""
— Tiana",Asas Quebradas,"Asas Quebradas - Destrua o artefato, o encantamento ou a criatura com voar alvo. ""Serra guia nossa mira. Mas eu também dei uma calibradinha nos canhões."" — Tiana"
G,Portuguese (Brazil),Creature — Elf Druid,"Deathtouch
{T}: Add one mana of any color.","""I can provide the Coalition with poisons that will break down Phyrexian machinery as easily as they stop the heart.""",Deathbloom Gardener,"Deathbloom Gardener - Deathtouch {T}: Add one mana of any color. ""I can provide the Coalition with poisons that will break down Phyrexian machinery as easily as they stop the heart."""
G,Portuguese (Brazil),Criatura — Vorme,"Vigilância, atropelar","Os vormes consomem tudo por onde passam, por isso os elfos fazem questão de incluir o maior número possível de phyrexianos no caminho deles.",Vorme de Elfilar,"Vorme de Elfilar - Vigilância, atropelar Os vormes consomem tudo por onde passam, por isso os elfos fazem questão de incluir o maior número possível de phyrexianos no caminho deles."
G,Portuguese (Brazil),Criatura — Elfo Mago,"Reforçar {3}{U} (Você pode pagar um custo adicional de {3}{U} ao conjurar esta mágica.)
Quando Hidromante Élfica entrar no campo de batalha, se ela foi reforçada, crie uma ficha que seja uma cópia da criatura alvo que você controla.","""A água sempre se lembra de todos os seres vivos dos quais fez parte. Só precisamos trazer essa memória à tona.""",Hidromante Élfica,"Hidromante Élfica - Reforçar {3}{M} (Você pode pagar um custo adicional de {3}{M} ao conjurar esta mágica.) Quando Hidromante Élfica entrar no campo de batalha, se ela foi reforçada, crie uma ficha que seja uma cópia da criatura alvo que você controla. ""A água sempre se lembra de todos os seres vivos dos quais fez parte. Só precisamos trazer essa memória à tona."""
